Customer_ID,Recency,Frequency,Monetary,Avg_Profit,Avg_Discount,KMeans_Cluster,Hierarchical_Cluster
AA-10315,185,5,596.98,9.9761125,0.07500000000000001,2,0
AA-10375,20,9,406.44,8.569015384615385,0.09230769230769233,0,3
AA-10480,260,4,652.7320000000001,12.813466666666667,0.022222222222222223,2,2
AA-10645,56,6,702.86,9.098558333333335,0.05833333333333333,0,0
AB-10015,1395,2,322.216,3.119625,0.1,1,1
AB-10060,55,8,746.084,18.806307142857143,0.028571428571428574,0,2
AB-10105,42,7,1498.592,10.73077272727273,0.16363636363636364,0,3
AB-10150,42,5,470.748,15.006380000000002,0.1,2,0
AB-10165,26,7,949.878,12.413653846153846,0.13076923076923078,0,0
AB-10255,198,8,242.388,6.861141666666668,0.10000000000000002,3,0
AB-10600,51,3,227.912,6.874,0.13333333333333333,3,0
AC-10420,233,3,193.208,2.798866666666667,0.20000000000000004,3,0
AC-10450,465,3,98.444,7.695325,0.15000000000000002,1,1
AC-10615,7,4,652.02,11.792676923076924,0.04615384615384616,2,2
AC-10660,465,4,513.588,0.7276800000000005,0.18,3,0
AD-10180,30,5,155.282,6.6976,0.06666666666666667,2,0
AF-10870,43,6,540.392,6.13847,0.13,3,0
AF-10885,416,3,159.736,5.7486500000000005,0.15000000000000002,3,1
AG-10270,279,5,495.378,9.850972727272726,0.018181818181818184,2,2
AG-10300,119,4,367.548,11.857679999999998,0.08,2,2
AG-10330,9,4,472.092,19.965914285714284,0.1142857142857143,2,2
AG-10390,115,5,183.89,13.630899999999999,0.06666666666666667,2,2
AG-10495,79,7,690.242,9.630053333333334,0.19333333333333336,3,0
AG-10525,846,3,414.152,12.686171428571429,0.08571428571428573,1,1
AG-10675,98,7,717.632,11.240275000000002,0.13333333333333333,0,0
AG-10765,783,1,10.74,5.1552,0.0,1,1
AG-10900,97,9,2211.251,8.0645625,0.1125,0,3
AH-10030,13,6,505.6,13.402075,0.1,2,0
AH-10075,35,7,1060.58,9.151185714285715,0.07857142857142858,0,3
AH-10120,61,5,703.322,2.7916,0.16,3,0
AH-10195,129,3,355.884,4.15672,0.22000000000000003,3,0
AH-10210,38,6,354.164,12.277542857142858,0.1142857142857143,2,0
AH-10465,231,5,204.624,4.35356,0.12000000000000002,3,0
AH-10585,22,4,738.504,16.7926,0.12000000000000002,2,2
AH-10690,411,9,1157.28,16.38288461538462,0.12307692307692308,0,3
AI-10855,20,8,844.576,15.723553846153845,0.08461538461538462,0,3
AJ-10780,231,3,547.28,13.827844444444445,0.0,2,2
AJ-10795,167,7,1205.384,13.320611764705882,0.0823529411764706,0,3
AJ-10945,86,6,496.85,12.77357142857143,0.05714285714285715,2,0
AJ-10960,75,3,629.2479999999999,12.0853,0.04,2,2
AM-10360,29,4,265.362,9.0034,0.1111111111111111,3,0
AM-10705,163,6,962.9839999999999,13.418414285714286,0.028571428571428574,0,2
AO-10810,502,1,161.28,12.096,0.2,1,1
AP-10720,42,8,1092.356,11.4426375,0.1125,0,3
AP-10915,99,10,908.58,8.599745833333333,0.06666666666666667,0,3
AR-10345,112,3,279.966,7.128399999999999,0.16666666666666666,3,0
AR-10405,195,3,508.004,18.690440000000002,0.08,2,2
AR-10510,15,5,261.582,7.71585,0.13333333333333333,3,0
AR-10540,7,6,221.85,15.294866666666666,0.06666666666666667,2,2
AR-10570,535,1,88.15,16.3165,0.0,2,2
AR-10825,163,6,1397.382,12.004560000000001,0.06,0,3
AS-10045,89,4,304.756,11.589925,0.1,2,0
AS-10090,29,9,568.144,9.334522222222223,0.1,0,3
AS-10135,42,2,58.82,7.2832,0.06666666666666667,2,0
AS-10225,23,5,600.394,7.7901375,0.1,3,0
AS-10240,193,7,492.946,10.53008,0.14,3,0
AS-10285,20,5,533.332,19.4606,0.16666666666666666,2,2
AS-10630,93,6,564.038,6.041663636363637,0.2,3,0
AT-10435,22,4,77.30000000000001,3.5095599999999996,0.04,2,0
AT-10735,14,10,1206.744,15.938226666666667,0.09333333333333334,0,3
AW-10840,21,4,640.592,11.341099999999999,0.1142857142857143,2,0
AW-10930,47,6,563.444,10.643266666666667,0.15555555555555556,3,0
AY-10555,15,4,497.014,10.334990000000001,0.1,2,0
AZ-10750,161,5,537.536,12.751766666666667,0.1111111111111111,2,2
BB-10990,106,5,714.968,8.368442857142858,0.1142857142857143,3,0
BB-11545,29,8,685.878,9.062709090909092,0.1,0,3
BC-11125,203,8,1716.692,11.034813333333334,0.09333333333333334,0,3
BD-11320,34,9,1737.153,13.87285625,0.08125,0,3
BD-11500,36,4,123.456,12.2134,0.05,2,2
BD-11560,279,2,209.58,21.151066666666665,0.0,2,2
BD-11605,98,7,1382.757,13.8236,0.07352941176470588,0,3
BD-11620,70,5,978.442,7.2067499999999995,0.20000000000000004,3,0
BD-11635,10,3,350.246,15.774750000000001,0.07500000000000001,2,2
BD-11725,94,5,556.51,12.7132,0.025,2,2
BD-11770,328,6,658.466,14.126499999999998,0.12000000000000002,0,2
BE-11335,167,3,241.89600000000002,27.411925,0.05,2,2
BE-11410,408,2,91.472,16.3896,0.2,1,1
BE-11455,255,6,670.428,8.28028,0.1,0,0
BF-10975,92,7,278.01800000000003,7.476218181818182,0.10909090909090911,3,0
BF-11005,40,3,346.48400000000004,6.771528571428571,0.05714285714285715,2,0
BF-11020,75,7,1195.204,4.75472,0.19333333333333336,0,0
BF-11080,26,3,272.95,18.487866666666665,0.0,2,2
BF-11170,17,9,1428.388,12.22821052631579,0.10526315789473684,0,3
BF-11215,66,3,389.032,24.69872,0.08,2,2
BF-11275,58,3,477.6379999999999,20.4116,0.13333333333333333,2,2
BG-11035,29,6,474.916,4.761688888888888,0.15555555555555556,3,0
BG-11695,37,4,188.696,8.27515,0.06666666666666667,2,0
BG-11740,58,6,1006.356,17.0497,0.14285714285714285,0,0
BH-11710,24,6,498.295,8.5443,0.11538461538461539,3,0
BK-11260,78,6,414.796,8.420233333333334,0.05000000000000001,2,0
BM-11140,392,3,1078.92,12.497672727272727,0.09090909090909091,2,1
BM-11575,101,4,356.546,13.896650000000001,0.06666666666666667,2,2
BM-11650,34,9,1085.474,11.425594117647059,0.061764705882352944,0,3
BM-11785,219,7,407.938,1.45733,0.17,3,0
BN-11470,25,4,265.296,6.1021833333333335,0.16666666666666666,3,0
BN-11515,10,5,1216.444,16.891525,0.025,0,2
BO-11350,138,5,625.82,12.865375,0.125,2,2
BO-11425,843,1,6.08,2.0672,0.0,1,1
BP-11050,84,3,98.3,6.67115,0.05,2,0
BP-11095,18,9,1000.3820000000001,10.159333333333333,0.10666666666666667,0,3
BP-11155,90,5,426.936,16.881700000000002,0.025,2,2
BP-11185,2,9,884.665,7.056407142857142,0.15714285714285717,0,3
BP-11230,40,4,158.52,11.6946,0.0,2,2
BP-11290,13,5,1073.72,6.87689,0.2,3,0
BS-11365,559,4,514.62,10.380285714285716,0.0,2,2
BS-11380,29,4,703.14,2.969871428571429,0.17142857142857146,3,0
BS-11590,470,2,41.79,7.22775,0.0,2,2
BS-11665,775,2,766.804,11.677816666666667,0.06666666666666667,1,1
BS-11755,2,6,1563.836,18.1277,0.07916666666666668,0,3
BS-11800,266,2,131.56,8.71748,0.0,2,2
BT-11305,337,4,314.826,10.37734,0.04,2,2
BT-11395,303,5,817.3040000000001,9.247128571428572,0.1142857142857143,3,0
BT-11440,561,3,178.014,13.09444,0.04,1,1
BT-11485,660,2,59.236,11.8205,0.1,1,1
BT-11530,92,4,462.412,14.595983333333331,0.10000000000000002,2,0
BT-11680,21,6,1000.062,17.91280625,0.0625,0,2
BV-11245,335,5,370.638,13.167170000000002,0.04,2,2
BW-11065,873,2,60.772,9.42005,0.1,1,1
BW-11110,122,6,1057.036,21.270138461538462,0.06153846153846154,0,2
BW-11200,204,4,201.26999999999998,9.840349999999999,0.06666666666666667,2,2
CA-11965,97,4,211.41400000000002,10.865316666666667,0.06666666666666667,2,2
CA-12055,402,4,399.344,6.035939999999999,0.2,3,0
CA-12265,57,4,311.054,8.67398888888889,0.044444444444444446,2,0
CA-12310,14,4,580.654,3.0315333333333334,0.14444444444444446,3,0
CA-12775,233,5,376.672,12.086780000000001,0.08,2,0
CB-12025,48,9,954.406,11.720664705882355,0.11470588235294119,0,3
CB-12415,27,5,321.642,15.2019,0.10000000000000002,2,0
CB-12535,198,8,530.346,11.951683333333333,0.05000000000000001,0,2
CC-12100,458,6,1128.642,15.06473,0.12000000000000002,0,1
CC-12145,107,6,324.314,10.492844444444446,0.07777777777777778,2,0
CC-12220,21,10,1470.246,15.210829411764704,0.10588235294117647,0,3
CC-12370,44,4,733.8340000000001,6.869133333333333,0.16666666666666666,3,0
CC-12430,55,7,587.1279999999999,10.651774999999999,0.05000000000000001,0,0
CC-12475,40,7,294.412,7.432666666666667,0.08888888888888889,3,0
CC-12550,28,3,113.832,8.467649999999999,0.15000000000000002,3,0
CC-12610,35,5,633.832,10.7691,0.17142857142857146,3,0
CC-12670,30,6,1346.99,10.0122,0.11666666666666668,0,3
CC-12685,800,3,437.76599999999996,26.01901666666667,0.06666666666666667,1,2
CD-11920,41,5,773.998,12.3836,0.05,2,2
CD-11980,288,2,52.599999999999994,6.13255,0.2,3,0
CD-12280,43,2,630.916,15.161244444444444,0.05555555555555555,2,2
CD-12790,400,5,269.006,8.001258333333334,0.016666666666666666,2,2
CG-12040,50,6,874.75,13.537975,0.125,0,0
CG-12520,339,3,285.464,15.200000000000001,0.13333333333333333,2,1
CH-12070,920,1,109.36,-3.3606000000000007,0.2,1,1
CJ-11875,366,1,16.52,1.652,0.2,3,0
CJ-12010,190,7,736.934,11.247390909090909,0.10909090909090911,0,0
CK-12205,40,12,1279.826,6.61534,0.16400000000000003,0,3
CK-12325,121,4,444.28599999999994,12.530675,0.1,2,0
CK-12595,47,9,803.794,12.1535625,0.0625,0,3
CK-12760,413,7,794.2719999999999,16.632554545454546,0.03636363636363637,0,2
CL-11890,107,3,113.042,9.368375,0.05,2,0
CL-12565,289,9,1342.872,12.136988235294117,0.11764705882352941,0,3
CL-12700,106,4,63.752,5.098,0.1,3,0
CM-11815,132,6,829.34,15.714324999999999,0.125,0,2
CM-11935,709,2,114.256,7.979333333333333,0.20000000000000004,1,1
CM-12115,90,3,509.08000000000004,18.08242,0.04,2,2
CM-12160,71,4,194.46,3.1639,0.1,3,0
CM-12190,9,5,684.252,6.1349,0.04,2,0
CM-12235,386,4,115.888,7.5386,0.04,2,1
CM-12385,38,4,570.334,6.276942857142857,0.05714285714285715,2,0
CM-12445,437,3,287.99,7.158844444444444,0.07777777777777778,1,1
CM-12655,413,4,236.434,17.056279999999997,0.04,2,2
CM-12715,1036,3,780.142,7.571366666666667,0.13333333333333333,1,1
CP-12085,83,6,443.952,11.1765,0.125,3,0
CP-12340,161,6,427.44399999999996,4.894914285714286,0.08571428571428573,3,0
CR-12580,402,3,45.542,4.850466666666667,0.13333333333333333,3,1
CR-12625,471,3,186.7,20.297133333333335,0.0,2,2
CR-12730,496,3,692.3320000000001,14.050000000000002,0.225,1,1
CR-12820,86,3,464.13640000000004,0.7799750000000003,0.13,3,0
CS-11845,92,3,129.458,5.59105,0.1,3,0
CS-11860,163,4,55.928000000000004,3.7337000000000002,0.12000000000000002,3,0
CS-11950,26,7,1039.9180000000001,4.833553846153846,0.08461538461538462,0,3
CS-12130,490,4,773.6800000000001,15.095516666666668,0.13333333333333333,1,1
CS-12175,233,3,640.148,3.4959166666666666,0.10000000000000002,3,0
CS-12250,27,12,1294.936,13.205239999999998,0.064,0,3
CS-12355,44,10,1109.51,10.275188235294118,0.09411764705882353,0,3
CS-12400,3,5,619.256,5.898949999999999,0.10000000000000002,3,0
CS-12460,28,2,262.674,15.701479999999998,0.08,2,2
CS-12490,425,3,279.748,-0.5958285714285714,0.2,3,0
CS-12505,59,5,337.48199999999997,14.650083333333335,0.06666666666666667,2,2
CT-11995,97,5,389.252,7.905422222222222,0.06666666666666668,2,0
CV-12295,255,4,593.168,17.4034875,0.05,2,2
CV-12805,6,9,1212.896,15.283507142857143,0.12142857142857144,0,3
CW-11905,422,4,244.332,6.7811111111111115,0.1111111111111111,3,1
CY-12745,61,5,196.122,10.619366666666666,0.10000000000000002,2,0
Co-12640,550,5,236.82399999999998,5.558479999999999,0.12000000000000002,1,1
DA-13450,353,4,156.76,7.0988,0.125,3,1
DB-12910,22,5,339.20500000000004,14.404057142857143,0.049999999999999996,2,2
DB-12970,242,4,895.9652,10.356190909090909,0.16545454545454547,3,0
DB-13060,17,4,842.368,12.8251,0.1142857142857143,2,2
DB-13120,49,6,530.3340000000001,10.968963636363636,0.07272727272727274,2,0
DB-13210,10,9,980.09,6.1196625,0.13125,0,3
DB-13270,54,6,716.748,16.911228571428573,0.08571428571428573,0,2
DB-13360,265,3,194.23,25.5992,0.13333333333333333,2,2
DB-13405,289,3,737.382,16.402333333333335,0.03333333333333333,2,2
DB-13555,108,5,288.014,13.667825,0.07500000000000001,2,2
DB-13615,34,6,288.966,11.2013,0.15000000000000002,3,0
DB-13660,13,5,182.35799999999998,12.269016666666667,0.06666666666666667,2,2
DC-12850,38,8,917.916,8.337435714285714,0.15714285714285717,0,3
DC-13285,24,4,576.266,15.264240000000001,0.03,2,2
DD-13570,42,5,257.096,8.165914285714285,0.08571428571428573,2,0
DE-13255,720,5,195.60399999999998,8.675957142857143,0.14285714285714285,1,1
DF-13135,1184,1,110.098,18.93855,0.1,1,1
DG-13300,33,4,182.24,17.456,0.05,2,2
DH-13075,278,5,778.974,7.974018749999999,0.037500000000000006,2,2
DH-13675,777,4,1043.096,10.60609090909091,0.12272727272727274,1,1
DJ-13420,813,3,557.62,26.19025,0.0,1,2
DJ-13510,49,7,444.392,7.01385,0.06999999999999999,0,0
DJ-13630,13,3,509.9,13.4377,0.06666666666666667,2,2
DK-12835,22,10,978.072,10.422505555555555,0.1111111111111111,0,3
DK-12895,46,5,1053.0620000000001,13.5216875,0.125,0,0
DK-12985,8,3,261.068,18.257925,0.1,2,2
DK-13090,43,6,348.526,12.132622222222222,0.06666666666666668,2,0
DK-13150,11,2,109.188,12.051400000000001,0.13333333333333333,3,0
DK-13225,11,6,545.972,7.660458333333334,0.13333333333333333,3,0
DK-13375,157,5,837.91,11.199352941176471,0.06470588235294118,2,2
DL-12865,346,7,527.706,9.86061818181818,0.09090909090909091,0,0
DL-12925,58,4,423.8,13.597349999999999,0.0,2,2
DL-13315,23,7,944.598,14.266246153846156,0.09230769230769233,0,3
DL-13330,58,4,191.48000000000002,8.1992,0.05714285714285715,2,0
DL-13495,77,6,747.4399999999999,16.886555555555557,0.022222222222222223,2,2
DM-12955,115,6,526.626,6.1378375,0.1625,3,0
DM-13015,69,6,620.0540000000001,8.699127272727273,0.14545454545454548,3,0
DM-13345,23,7,601.696,15.85263,0.09,0,2
DM-13525,482,3,594.302,12.307575,0.125,1,1
DN-13690,374,5,531.63,13.314071428571427,0.028571428571428574,2,2
DO-13435,134,9,924.574,9.841741666666666,0.13333333333333333,0,3
DO-13645,27,6,772.3100000000001,13.680644444444445,0.08888888888888889,0,2
